   o   -7.00000000     2.00000000
   o   -3.00000000     0.00000000
   o    1.00000000    -1.00000000
   o    2.00000000     3.00000000
   o    4.00000000     6.00000000
   *   -7.47500000     2.20339000
   *   -7.45000000     2.19613602
   *   -7.42500000     2.18872186
   *   -7.40000000     2.18114904
   *   -7.37500000     2.17341906
   *   -7.34999999     2.16553345
   *   -7.32500000     2.15749372
   *   -7.30000000     2.14930138
   *   -7.27500001     2.14095794
   *   -7.25000000     2.13246492
   *   -7.22499999     2.12382382
   *   -7.19999999     2.11503617
   *   -7.17500001     2.10610349
   *   -7.15000001     2.09702727
   *   -7.12500000     2.08780904
   *   -7.09999999     2.07845030
   *   -7.07499999     2.06895258
   *   -7.05000001     2.05931739
   *   -7.02500001     2.04954623
   *   -7.00000000     2.03964062
   *   -6.97500002     2.02960209
   *   -6.94999999     2.01943212
   *   -6.92500001     2.00913226
   *   -6.89999998     1.99870399
   *   -6.87500000     1.98814886
   *   -6.85000002     1.97746836
   *   -6.82499999     1.96666399
   *   -6.80000001     1.95573730
   *   -6.77499998     1.94468977
   *   -6.75000000     1.93352294
   *   -6.72500002     1.92223832
   *   -6.69999999     1.91083738
   *   -6.67500001     1.89932170
   *   -6.64999998     1.88769274
   *   -6.62500000     1.87595206
   *   -6.60000002     1.86410114
   *   -6.57499999     1.85214148
   *   -6.55000001     1.84007465
   *   -6.52499998     1.82790210
   *   -6.50000000     1.81562539
   *   -6.47500002     1.80324603
   *   -6.45000005     1.79076551
   *   -6.42499995     1.77818530
   *   -6.39999998     1.76550703
   *   -6.37500000     1.75273215
   *   -6.35000002     1.73986217
   *   -6.32500005     1.72689861
   *   -6.29999995     1.71384292
   *   -6.27499998     1.70069673
   *   -6.25000000     1.68746151
   *   -6.22500002     1.67413875
   *   -6.20000005     1.66072998
   *   -6.17499995     1.64723665
   *   -6.14999998     1.63366039
   *   -6.12500000     1.62000266
   *   -6.10000002     1.60626497
   *   -6.07500005     1.59244883
   *   -6.04999995     1.57855569
   *   -6.02499998     1.56458720
   *   -6.00000000     1.55054480
   *   -5.97500002     1.53643001
   *   -5.95000005     1.52224434
   *   -5.92499995     1.50798924
   *   -5.89999998     1.49366635
   *   -5.87500000     1.47927712
   *   -5.85000002     1.46482307
   *   -5.82500005     1.45030570
   *   -5.79999995     1.43572647
   *   -5.77499998     1.42108702
   *   -5.75000000     1.40638880
   *   -5.72500002     1.39163333
   *   -5.70000005     1.37682211
   *   -5.67499995     1.36195659
   *   -5.64999998     1.34703842
   *   -5.62500000     1.33206905
   *   -5.60000002     1.31704999
   *   -5.57500005     1.30198275
   *   -5.54999995     1.28686877
   *   -5.52499998     1.27170972
   *   -5.50000000     1.25650704
   *   -5.47499990     1.24126216
   *   -5.45000005     1.22597681
   *   -5.42499995     1.21065223
   *   -5.40000010     1.19529020
   *   -5.37500000     1.17989197
   *   -5.34999990     1.16445918
   *   -5.32500005     1.14899349
   *   -5.29999995     1.13349613
   *   -5.27500010     1.11796890
   *   -5.25000000     1.10241303
   *   -5.22499990     1.08683016
   *   -5.20000005     1.07122197
   *   -5.17499995     1.05558968
   *   -5.15000010     1.03993508
   *   -5.12500000     1.02425940
   *   -5.09999990     1.00856431
   *   -5.07500005     0.99285145
   *   -5.04999995     0.97712206
   *   -5.02500010     0.96137793
   *   -5.00000000     0.94562029
   *   -4.97499990     0.92985080
   *   -4.95000005     0.91407112
   *   -4.92499995     0.89828246
   *   -4.90000010     0.88248665
   *   -4.87500000     0.86668488
   *   -4.84999990     0.85087883
   *   -4.82500005     0.83507016
   *   -4.79999995     0.81926009
   *   -4.77500010     0.80345041
   *   -4.75000000     0.78764236
   *   -4.72499990     0.77183759
   *   -4.70000005     0.75603777
   *   -4.67499995     0.74024411
   *   -4.65000010     0.72445843
   *   -4.62500000     0.70868193
   *   -4.59999990     0.69291628
   *   -4.57500005     0.67716314
   *   -4.54999995     0.66142373
   *   -4.52500010     0.64569987
   *   -4.50000000     0.62999276
   *   -4.47499990     0.61430407
   *   -4.45000005     0.59863546
   *   -4.42499995     0.58298814
   *   -4.40000010     0.56736394
   *   -4.37500000     0.55176406
   *   -4.34999990     0.53619016
   *   -4.32500005     0.52064391
   *   -4.29999995     0.50512653
   *   -4.27500010     0.48963982
   *   -4.25000000     0.47418501
   *   -4.22499990     0.45876374
   *   -4.20000005     0.44337770
   *   -4.17499995     0.42802808
   *   -4.15000010     0.41271671
   *   -4.12500000     0.39744480
   *   -4.09999990     0.38221401
   *   -4.07500005     0.36702600
   *   -4.04999995     0.35188200
   *   -4.02500010     0.33678380
   *   -4.00000000     0.32173263
   *   -3.97499990     0.30673015
   *   -3.95000005     0.29177802
   *   -3.92499995     0.27687746
   *   -3.90000010     0.26203027
   *   -3.87500000     0.24723768
   *   -3.84999990     0.23250135
   *   -3.82500005     0.21782293
   *   -3.79999995     0.20320365
   *   -3.77500010     0.18864531
   *   -3.75000000     0.17414915
   *   -3.72499990     0.15971680
   *   -3.70000005     0.14534994
   *   -3.67499995     0.13104978
   *   -3.65000010     0.11681813
   *   -3.62500000     0.10265622
   *   -3.59999990     0.08856570
   *   -3.57500005     0.07454822
   *   -3.54999995     0.06060503
   *   -3.52500010     0.04673790
   *   -3.50000000     0.03294809
   *   -3.47499990     0.01923724
   *   -3.44999981     0.00560685
   *   -3.42500019    -0.00794128
   *   -3.40000010    -0.02140618
   *   -3.37500000    -0.03478606
   *   -3.34999990    -0.04807941
   *   -3.32499981    -0.06128472
   *   -3.30000019    -0.07440023
   *   -3.27500010    -0.08742491
