   o   -1.57079633     0.00000000
   o   -1.04719755     0.50000000
   o    0.00000000     1.00000000
   o    1.04719755     0.50000000
   o    1.57079633     0.00000000
   *   -2.04579633    -0.69562779
   *   -2.02079633    -0.65526548
   *   -1.99579632    -0.61539942
   *   -1.97079633    -0.57602964
   *   -1.94579633    -0.53715613
   *   -1.92079632    -0.49877887
   *   -1.89579633    -0.46089791
   *   -1.87079632    -0.42351318
   *   -1.84579633    -0.38662475
   *   -1.82079633    -0.35023256
   *   -1.79579632    -0.31433664
   *   -1.77079631    -0.27893698
   *   -1.74579634    -0.24403364
   *   -1.72079633    -0.20962652
   *   -1.69579633    -0.17571566
   *   -1.67079632    -0.14230108
   *   -1.64579631    -0.10938276
   *   -1.62079634    -0.07696074
   *   -1.59579633    -0.04503496
   *   -1.57079633    -0.01360544
   *   -1.54579635     0.01732777
   *   -1.52079631     0.04776479
   *   -1.49579634     0.07770547
   *   -1.47079630     0.10714996
   *   -1.44579633     0.13609810
   *   -1.42079635     0.16454998
   *   -1.39579631     0.19250567
   *   -1.37079634     0.21996501
   *   -1.34579630     0.24692816
   *   -1.32079633     0.27339497
   *   -1.29579635     0.29936552
   *   -1.27079631     0.32483986
   *   -1.24579634     0.34981788
   *   -1.22079630     0.37429969
   *   -1.19579633     0.39828517
   *   -1.17079635     0.42177438
   *   -1.14579631     0.44476739
   *   -1.12079634     0.46726407
   *   -1.09579630     0.48926454
   *   -1.07079633     0.51076869
   *   -1.04579635     0.53177657
   *   -1.02079637     0.55228819
   *   -0.99579628     0.57230363
   *   -0.97079630     0.59182271
   *   -0.94579633     0.61084553
   *   -0.92079635     0.62937208
   *   -0.89579637     0.64740236
   *   -0.87079628     0.66493646
   *   -0.84579630     0.68197421
   *   -0.82079633     0.69851570
   *   -0.79579635     0.71456091
   *   -0.77079637     0.73010986
   *   -0.74579628     0.74516262
   *   -0.72079630     0.75971904
   *   -0.69579633     0.77377919
   *   -0.67079635     0.78734307
   *   -0.64579637     0.80041069
   *   -0.62079628     0.81298210
   *   -0.59579630     0.82505719
   *   -0.57079633     0.83663600
   *   -0.54579635     0.84771856
   *   -0.52079637     0.85830484
   *   -0.49579628     0.86839491
   *   -0.47079630     0.87798866
   *   -0.44579633     0.88708615
   *   -0.42079635     0.89568736
   *   -0.39579637     0.90379232
   *   -0.37079628     0.91140104
   *   -0.34579630     0.91851346
   *   -0.32079633     0.92512961
   *   -0.29579635     0.93124950
   *   -0.27079637     0.93687312
   *   -0.24579628     0.94200049
   *   -0.22079630     0.94663158
   *   -0.19579633     0.95076640
   *   -0.17079635     0.95440495
   *   -0.14579637     0.95754724
   *   -0.12079628     0.96019327
   *   -0.09579630     0.96234303
   *   -0.07079633     0.96399651
   *   -0.04579623     0.96515374
   *   -0.02079637     0.96581469
   *    0.00420372     0.96597938
   *    0.02920358     0.96564780
   *    0.05420367     0.96481995
   *    0.07920377     0.96349583
   *    0.10420363     0.96167546
   *    0.12920372     0.95935881
   *    0.15420358     0.95654591
   *    0.17920367     0.95323672
   *    0.20420377     0.94943125
   *    0.22920363     0.94512956
   *    0.25420372     0.94033156
   *    0.27920358     0.93503734
   *    0.30420367     0.92924680
   *    0.32920377     0.92296000
   *    0.35420363     0.91617698
   *    0.37920372     0.90889764
   *    0.40420358     0.90112210
   *    0.42920367     0.89285022
   *    0.45420377     0.88408206
   *    0.47920363     0.87481773
   *    0.50420372     0.86505704
   *    0.52920358     0.85480018
   *    0.55420367     0.84404695
   *    0.57920377     0.83279745
   *    0.60420363     0.82105180
   *    0.62920372     0.80880977
   *    0.65420358     0.79607158
   *    0.67920367     0.78283701
   *    0.70420377     0.76910617
   *    0.72920363     0.75487920
   *    0.75420372     0.74015582
   *    0.77920358     0.72493631
   *    0.80420367     0.70922040
   *    0.82920377     0.69300821
   *    0.85420363     0.67629992
   *    0.87920372     0.65909519
   *    0.90420358     0.64139437
   *    0.92920367     0.62319711
   *    0.95420377     0.60450358
   *    0.97920363     0.58531396
   *    1.00420372     0.56562789
   *    1.02920358     0.54544575
   *    1.05420367     0.52476714
   *    1.07920377     0.50359227
   *    1.10420363     0.48192133
   *    1.12920372     0.45975392
   *    1.15420358     0.43709045
   *    1.17920367     0.41393050
   *    1.20420377     0.39027428
   *    1.22920363     0.36612202
   *    1.25420372     0.34147327
   *    1.27920358     0.31632848
   *    1.30420367     0.29068719
   *    1.32920377     0.26454962
   *    1.35420363     0.23791604
   *    1.37920372     0.21078594
   *    1.40420358     0.18315983
   *    1.42920367     0.15503719
   *    1.45420377     0.12641828
   *    1.47920363     0.09730338
   *    1.50420372     0.06769194
   *    1.52920358     0.03758451
   *    1.55420367     0.00698052
   *    1.57920377    -0.02411973
   *    1.60420363    -0.05571595
   *    1.62920372    -0.08780874
   *    1.65420358    -0.12039749
   *    1.67920367    -0.15348282
   *    1.70420377    -0.18706442
   *    1.72920363    -0.22114196
   *    1.75420372    -0.25571610
   *    1.77920358    -0.29078617
   *    1.80420367    -0.32635284
   *    1.82920377    -0.36241578
   *    1.85420363    -0.39897464
   *    1.87920372    -0.43603012
   *    1.90420358    -0.47358152
   *    1.92920367    -0.51162953
   *    1.95420377    -0.55017382
   *    1.97920386    -0.58921438
   *    2.00420348    -0.62875045
   *    2.02920358    -0.66878354
   *    2.05420367    -0.70931290
