   o    1.00000000     1.00000000
   o    2.00000000     4.00000000
   o    3.00000000     4.00000000
   o    5.00000000     1.00000000
   o    6.00000000     2.00000000
   *    0.52500000    -2.17719807
   *    0.55000000    -1.97944905
   *    0.57500000    -1.78540091
   *    0.60000000    -1.59502520
   *    0.62500000    -1.40829340
   *    0.65000001    -1.22517695
   *    0.67500000    -1.04564754
   *    0.70000000    -0.86967645
   *    0.72499999    -0.69723540
   *    0.75000000    -0.52829569
   *    0.77500001    -0.36282894
   *    0.80000001    -0.20080665
   *    0.82499999    -0.04220051
   *    0.84999999     0.11301835
   *    0.87500000     0.26487822
   *    0.90000001     0.41340760
   *    0.92500001     0.55863498
   *    0.94999999     0.70058869
   *    0.97499999     0.83929756
   *    1.00000000     0.97478992
   *    1.02499998     1.10709408
   *    1.05000001     1.23623903
   *    1.07499999     1.36225263
   *    1.10000002     1.48516398
   *    1.12500000     1.60500098
   *    1.14999998     1.72179243
   *    1.17500001     1.83556708
   *    1.19999999     1.94635289
   *    1.22500002     2.05417887
   *    1.25000000     2.15907300
   *    1.27499998     2.26106405
   *    1.30000001     2.36018072
   *    1.32499999     2.45645104
   *    1.35000002     2.54990397
   *    1.37500000     2.64056756
   *    1.39999998     2.72847051
   *    1.42500001     2.81364152
   *    1.44999999     2.89610868
   *    1.47500002     2.97590088
   *    1.50000000     3.05304622
   *    1.52499998     3.12757339
   *    1.54999995     3.19951089
   *    1.57500005     3.26888754
   *    1.60000002     3.33573115
   *    1.62500000     3.40007058
   *    1.64999998     3.46193429
   *    1.67499995     3.52135079
   *    1.70000005     3.57834885
   *    1.72500002     3.63295639
   *    1.75000000     3.68520221
   *    1.77499998     3.73511478
   *    1.79999995     3.78272260
   *    1.82500005     3.82805438
   *    1.85000002     3.87113817
   *    1.87500000     3.91200269
   *    1.89999998     3.95067643
   *    1.92499995     3.98718789
   *    1.95000005     4.02156571
   *    1.97500002     4.05383807
   *    2.00000000     4.08403361
   *    2.02499998     4.11218084
   *    2.04999995     4.13830825
   *    2.07500005     4.16244444
   *    2.10000002     4.18461767
   *    2.12500000     4.20485655
   *    2.14999998     4.22318958
   *    2.17499995     4.23964526
   *    2.20000005     4.25425213
   *    2.22500002     4.26703855
   *    2.25000000     4.27803309
   *    2.27499998     4.28726424
   *    2.29999995     4.29476049
   *    2.32500005     4.30055036
   *    2.35000002     4.30466229
   *    2.37500000     4.30712480
   *    2.39999998     4.30796639
   *    2.42499995     4.30721554
   *    2.45000005     4.30490073
   *    2.47500002     4.30105048
   *    2.50000000     4.29569328
   *    2.52500010     4.28885757
   *    2.54999995     4.28057197
   *    2.57500005     4.27086480
   *    2.59999990     4.25976475
   *    2.62500000     4.24730009
   *    2.65000010     4.23349942
   *    2.67499995     4.21839138
   *    2.70000005     4.20200417
   *    2.72499990     4.18436660
   *    2.75000000     4.16550683
   *    2.77500010     4.14545351
   *    2.79999995     4.12423534
   *    2.82500005     4.10188041
   *    2.84999990     4.07841763
   *    2.87500000     4.05387507
   *    2.90000010     4.02828141
   *    2.92499995     4.00166543
   *    2.95000005     3.97405509
   *    2.97499990     3.94547943
   *    3.00000000     3.91596639
   *    3.02500010     3.88554472
   *    3.04999995     3.85424323
   *    3.07500005     3.82208981
   *    3.09999990     3.78911357
   *    3.12500000     3.75534237
   *    3.15000010     3.72080501
   *    3.17499995     3.68553033
   *    3.20000005     3.64954615
   *    3.22499990     3.61288164
   *    3.25000000     3.57556460
   *    3.27500010     3.53762387
   *    3.29999995     3.49908831
   *    3.32500005     3.45998568
   *    3.34999990     3.42034522
   *    3.37500000     3.38019466
   *    3.40000010     3.33956287
   *    3.42499995     3.29847874
   *    3.45000005     3.25696998
   *    3.47499990     3.21506588
   *    3.50000000     3.17279412
   *    3.52500010     3.13018359
   *    3.54999995     3.08726321
   *    3.57500005     3.04406064
   *    3.59999990     3.00060521
   *    3.62500000     2.95692457
   *    3.65000010     2.91304763
   *    3.67499995     2.86900330
   *    3.70000005     2.82481924
   *    3.72499990     2.78052479
   *    3.75000000     2.73614758
   *    3.77500010     2.69171655
   *    3.79999995     2.64726059
   *    3.82500005     2.60280736
   *    3.84999990     2.55838620
   *    3.87500000     2.51402475
   *    3.90000010     2.46975193
   *    3.92499995     2.42559666
   *    3.95000005     2.38158658
   *    3.97499990     2.33775102
   *    4.00000000     2.29411765
   *    4.02500010     2.25071537
   *    4.04999995     2.20757309
   *    4.07500005     2.16471847
   *    4.09999990     2.12218083
   *    4.12500000     2.07998785
